timestamp,distance_m,yaw_deg
1758203504.1239166,3.63,30.45
1758203504.1742837,3.82,25.05
1758203504.224691,4.06,20.1
1758203504.275152,4.44,14.7
1758203504.3256056,4.5,9.75
1758203504.3759875,4.24,4.35
1758203504.4263651,4.51,-0.58
1758203504.4766374,10.09,-5.54
1758203504.526963,3.62,-10.94
1758203504.577229,6.24,-15.89
1758203504.6275046,0.07,-21.29
1758203504.6777995,0.09,-26.23
1758203504.7280781,0.29,-31.63
1758203504.7783434,1.4,-36.58
1758203504.8286076,0.74,-41.98
1758203504.8788848,0.74,-46.93
1758203504.9291458,0.56,-52.34
1758203504.9794052,0.51,-57.29
1758203505.029674,0.39,-62.68
1758203505.0799263,0.44,-67.64
1758203505.1301882,0.5,-73.04
1758203505.180444,0.45,-77.99
1758203505.2307024,0.48,-83.39
1758203505.2809923,0.64,-88.34
1758203505.3312924,0.47,-93.74
1758203505.3815532,0.41,-98.69
1758203505.4318223,0.68,-104.09
1758203505.482081,0.67,-109.04
1758203505.5323365,0.49,-114.44
1758203505.5825956,0.55,-119.39
1758203505.63286,0.57,-124.79
1758203505.6831522,0.65,-129.74
1758203505.7334504,0.59,-135.13
1758203505.7837343,0.57,-140.09
1758203505.8340216,0.43,-145.04
1758203505.8843,0.38,-148.19
1758203505.934584,0.36,-149.99
1758203505.9848654,0.36,-151.34
1758203506.0351326,0.38,-152.69
1758203506.0854135,0.41,-154.04
1758203506.1356807,0.51,-154.94
1758203506.1859543,0.56,-155.84
1758203506.2362294,0.57,-156.74
1758203506.2865095,0.57,-157.63
1758203506.336811,0.56,-160.49
1758203506.3870974,0.56,-160.49
1758203506.4373794,0.56,-159.58
1758203506.4876587,0.57,-158.69
1758203506.5379238,0.57,-157.78
1758203506.5881848,0.55,-156.88
1758203506.638461,0.45,-155.99
1758203506.688779,0.39,-154.63
1758203506.7390676,0.36,-153.28
1758203506.7893424,0.36,-151.94
1758203506.8396158,0.39,-149.69
1758203506.889893,0.42,-145.63
1758203506.9401684,0.55,-140.69
1758203506.9904413,0.59,-135.74
1758203507.0407307,0.65,-130.33
1758203507.0910053,0.57,-125.38
1758203507.1412864,0.56,-119.98
1758203507.1915658,0.48,-115.04
1758203507.2418478,0.67,-109.63
1758203507.2921057,0.68,-104.69
1758203507.3423772,0.42,-99.29
1758203507.3926535,0.47,-94.33
1758203507.442946,0.65,-88.94
1758203507.493221,0.48,-83.98
1758203507.5435011,0.44,-78.59
1758203507.5937872,0.5,-73.63
1758203507.6440804,0.44,-68.23
1758203507.6943755,0.39,-63.29
1758203507.7446628,0.5,-57.89
1758203507.794955,0.56,-52.94
1758203507.845239,0.74,-47.54
1758203507.8955188,0.75,-42.59
1758203507.9458008,1.39,-37.19
1758203507.996076,0.34,-32.24
1758203508.0463543,0.08,-26.84
1758203508.0966268,0.06,-21.89
1758203508.1470006,6.25,-16.49
1758203508.197282,3.77,-11.53
1758203508.247565,10.1,-6.13
1758203508.297842,4.53,-1.19
1758203508.348107,4.23,3.74
1758203508.3983846,4.53,9.14
1758203508.448659,4.46,14.1
1758203508.4989576,4.06,19.49
1758203508.5492232,3.82,24.45
1758203508.5994883,3.64,29.84
1758203508.649777,3.45,34.8
1758203508.7000692,3.11,40.19
1758203508.7503512,2.63,45.6
1758203508.8006196,0.65,50.55
1758203508.850897,0.35,55.94
1758203508.9011555,0.33,60.9
1758203508.9514122,0.3,66.3
1758203509.001664,0.36,71.25
1758203509.0519257,0.37,76.65
1758203509.1021912,0.41,81.6
1758203509.1524546,0.37,86.55
1758203509.2027185,0.45,91.95
1758203509.2530088,0.22,97.35
1758203509.3033073,0.15,102.3
1758203509.3535643,0.14,107.25
1758203509.4037979,0.17,112.65
1758203509.454034,0.36,117.6
1758203509.5042775,0.82,123.0
1758203509.5546381,0.98,127.95
1758203509.6049933,0.57,133.35
1758203509.655373,0.51,138.75
1758203509.7057486,0.54,143.7
1758203509.7561185,0.73,147.3
1758203509.806481,0.5,149.55
1758203509.8568294,0.46,150.89
1758203509.9071898,0.29,152.25
1758203509.9574418,0.4,153.6
1758203510.0076952,0.49,154.5
1758203510.0579438,0.52,155.39
1758203510.1081908,0.49,156.3
1758203510.1584356,0.47,157.2
1758203510.208686,0.45,160.04
1758203510.2590523,0.43,160.04
1758203510.309457,0.45,159.59
1758203510.3598323,0.48,158.7
1758203510.4102173,0.49,157.79
1758203510.460594,0.52,156.89
1758203510.510975,0.47,155.54
1758203510.5613294,0.35,154.64
1758203510.6117098,0.35,153.29
1758203510.662105,0.49,151.5
1758203510.7123873,0.65,149.25
1758203510.7627585,0.6,145.2
1758203510.8131175,0.51,140.25
1758203510.8634691,0.56,134.84
1758203510.9137356,0.89,129.89
1758203510.964088,0.89,124.49
1758203511.0144377,0.43,119.55
1758203511.0647984,0.18,114.14
1758203511.115066,0.15,109.2
1758203511.1654177,0.14,103.8
1758203511.2157795,0.18,98.84
1758203511.266144,0.41,93.45
1758203511.316589,0.39,88.49
1758203511.3669767,0.41,83.1
1758203511.417303,0.37,78.14
1758203511.4676473,0.36,72.74
1758203511.517998,0.32,67.79
1758203511.5683455,0.3,62.4
1758203511.6187027,0.34,57.45
1758203511.6690793,0.51,52.05
1758203511.719476,2.28,46.65
1758203511.7697635,2.96,41.7
1758203511.8201213,3.41,36.3
1758203511.8704805,3.61,31.35
1758203511.9207683,3.76,25.95
1758203511.9711347,4.04,21.0
1758203512.0214922,4.34,15.6
1758203512.071862,4.48,10.65
1758203512.1221929,4.4,5.25
1758203512.1725435,4.34,0.3
1758203512.2229118,4.44,-4.63
1758203512.2732656,2.64,-10.04
1758203512.3236217,6.38,-14.98
1758203512.3739831,5.93,-20.38
1758203512.4242454,0.08,-25.33
1758203512.4746025,0.11,-30.73
1758203512.5249612,1.49,-35.68
1758203512.5753078,0.71,-41.09
1758203512.6255767,0.8,-46.04
1758203512.6759582,0.58,-51.43
1758203512.726338,0.53,-56.39
1758203512.7767298,0.41,-61.79
1758203512.8270025,0.42,-66.74
1758203512.877274,0.5,-72.14
1758203512.927636,0.46,-77.09
1758203512.9779968,0.45,-82.49
1758203513.0282688,0.62,-87.44
1758203513.0786552,0.53,-92.84
1758203513.1290197,0.35,-97.79
1758203513.1793003,0.65,-103.19
1758203513.229661,0.65,-108.14
1758203513.280023,0.54,-113.54
1758203513.330372,0.52,-118.49
1758203513.380735,0.58,-123.89
1758203513.4310913,0.63,-128.84
1758203513.481454,0.61,-134.24
1758203513.5318031,0.57,-139.19
1758203513.582155,0.45,-144.13
1758203513.6325772,0.36,-147.74
1758203513.6828415,0.38,-149.54
1758203513.733096,0.36,-150.88
1758203513.7835157,0.37,-152.24
1758203513.83392,0.4,-153.59
1758203513.8843007,0.49,-154.49
1758203513.9347162,0.56,-155.84
1758203513.9850714,0.57,-156.74
1758203514.0354803,0.57,-157.19
1758203514.0858865,0.56,-160.49
1758203514.136225,0.56,-160.49
1758203514.1865113,0.56,-159.58
1758203514.2370877,0.57,-159.13
1758203514.2874067,0.57,-158.24
1758203514.3377807,0.56,-157.33
1758203514.3881521,0.48,-155.99
1758203514.438537,0.4,-155.08
1758203514.4889097,0.37,-153.74
1758203514.539189,0.35,-152.38
1758203514.5895643,0.39,-150.13
1758203514.6399379,0.4,-146.99
1758203514.6903045,0.52,-142.03
1758203514.7405858,0.58,-136.63
1758203514.7909775,0.66,-131.69
1758203514.8413582,0.57,-126.29
1758203514.8917298,0.59,-121.33
1758203514.9420245,0.45,-115.94
1758203514.9923933,0.67,-110.98
1758203515.0428302,0.68,-105.58
1758203515.0931993,0.46,-100.63
1758203515.1435032,0.4,-95.23
1758203515.193864,0.67,-90.29
1758203515.2441647,0.51,-84.88
1758203515.2946184,0.44,-79.93
1758203515.344905,0.49,-74.53
1758203515.3951485,0.47,-69.59
1758203515.445411,0.38,-64.18
1758203515.4956665,0.49,-59.24
1758203515.5459328,0.56,-53.84
1758203515.5962145,0.68,-48.89
1758203515.6464884,0.8,-43.49
1758203515.6967688,1.16,-38.54
1758203515.7470548,0.66,-33.13
1758203515.7973514,0.09,-28.19
1758203515.8476388,0.06,-22.79
1758203515.8978965,6.11,-17.84
1758203515.948132,6.53,-12.44
1758203515.9983659,10.19,-7.49
1758203516.048617,4.61,-2.08
1758203516.0989058,4.06,2.84
1758203516.1491687,4.59,7.8
1758203516.1994326,4.52,13.2
1758203516.2496836,4.09,18.15
1758203516.299919,3.89,23.55
1758203516.3501885,3.65,28.49
1758203516.4004736,3.51,33.89
1758203516.4507334,3.24,38.84
1758203516.5009944,2.78,44.24
1758203516.5512874,0.98,49.19
1758203516.601558,0.37,54.6
1758203516.6518302,0.32,59.55
1758203516.702111,0.3,64.95
1758203516.7523868,0.35,69.9
1758203516.802651,0.37,75.3
1758203516.8529174,0.4,80.25
1758203516.9031801,0.38,85.65
1758203516.9534373,0.46,90.6
1758203517.0036998,0.28,96.0
1758203517.053956,0.15,100.95
1758203517.1042147,0.14,106.35
1758203517.1544683,0.16,111.3
1758203517.2047436,0.29,116.7
1758203517.2549853,0.69,121.65
1758203517.3052287,1.03,127.05
1758203517.3554835,0.59,132.45
1758203517.4057355,0.53,137.39
1758203517.455975,0.53,142.35
1758203517.5062225,0.71,146.39
1758203517.5564861,0.55,149.1
1758203517.6067653,0.48,150.45
1758203517.6570613,0.32,151.8
1758203517.7073584,0.37,153.14
1758203517.7576363,0.47,154.5
1758203517.8079317,0.52,155.39
1758203517.858201,0.49,156.3
1758203517.9084752,0.48,157.2
1758203517.95874,0.45,157.64
1758203518.0089962,0.44,160.04
1758203518.0592542,0.45,159.59
1758203518.1095223,0.47,158.7
1758203518.159772,0.49,157.79
1758203518.2100348,0.52,156.89
1758203518.2602928,0.48,156.0
1758203518.310577,0.38,154.64
1758203518.360834,0.32,153.29
1758203518.4110959,0.48,151.95
1758203518.4613605,0.6,149.7
1758203518.5116386,0.64,146.09
1758203518.561891,0.51,141.14
1758203518.61216,0.56,135.75
1758203518.6624403,0.79,130.79
1758203518.7127266,0.96,125.39
1758203518.7630153,0.45,120.45
1758203518.8132854,0.2,115.05
1758203518.8635523,0.15,110.09
1758203518.913807,0.14,104.7
1758203518.9640634,0.17,99.74
1758203519.014338,0.38,94.34
1758203519.064613,0.42,89.39
1758203519.1149206,0.4,83.99
1758203519.1651838,0.38,79.04
1758203519.2154489,0.36,73.64
1758203519.265743,0.33,68.69
1758203519.3160253,0.29,63.3
1758203519.3662624,0.31,58.35
1758203519.4165115,0.43,52.95
1758203519.4667523,1.88,48.0
1758203519.5169992,2.81,42.6
1758203519.5672412,3.47,37.65
1758203519.6175034,3.59,32.25
1758203519.667768,3.69,27.3
1758203519.7180157,4.02,21.9
1758203519.768265,4.24,16.95
1758203519.8186507,4.49,11.54
1758203519.8690412,4.52,6.59
1758203519.9193525,4.2,1.2
1758203519.969711,10.09,-3.73
1758203520.0200834,1.38,-8.69
1758203520.070442,6.52,-14.09
1758203520.1208148,5.9,-19.03
1758203520.1711767,0.08,-24.44
1758203520.221454,0.09,-29.38
1758203520.2717361,1.38,-34.79
1758203520.322033,0.71,-39.74
1758203520.3724194,0.89,-45.14
1758203520.422818,0.61,-50.09
1758203520.4730916,0.54,-55.48
1758203520.5233645,0.43,-60.43
1758203520.5737393,0.4,-65.84
1758203520.6241193,0.49,-70.79
1758203520.6743867,0.48,-76.19
1758203520.7246394,0.44,-81.14
1758203520.774914,0.58,-86.54
1758203520.8251755,0.6,-91.49
1758203520.8754354,0.27,-96.89
1758203520.9257064,0.63,-101.84
1758203520.9759703,0.66,-107.24
1758203521.0262296,0.62,-112.19
1758203521.0764897,0.48,-117.59
1758203521.1267498,0.6,-122.54
1758203521.1770022,0.61,-127.94
1758203521.2272701,0.62,-132.88
1758203521.2775233,0.59,-138.29
1758203521.3277845,0.47,-143.24
1758203521.378047,0.37,-147.29
1758203521.4283147,0.38,-149.54
1758203521.4785712,0.36,-150.88
1758203521.528827,0.37,-152.24
1758203521.579081,0.39,-153.59
1758203521.629345,0.46,-154.49
1758203521.6796136,0.55,-155.38
1758203521.729873,0.57,-156.29
1758203521.7801409,0.57,-157.19
1758203521.8304145,0.56,-160.49
1758203521.8806841,0.56,-160.49
1758203521.9309437,0.56,-160.03
1758203521.981198,0.57,-159.13
1758203522.0314546,0.57,-158.24
1758203522.0817041,0.56,-157.33
1758203522.13196,0.5,-156.44
1758203522.182213,0.4,-155.08
1758203522.2324812,0.37,-153.74
1758203522.2827516,0.36,-152.38
1758203522.3330824,0.39,-150.58
1758203522.3833537,0.38,-147.44
1758203522.433639,0.49,-142.94
1758203522.4838822,0.59,-137.99
1758203522.5341952,0.63,-132.58
1758203522.584489,0.6,-127.63
1758203522.634759,0.61,-122.23
1758203522.6850863,0.45,-117.29
1758203522.735368,0.66,-111.88
1758203522.7856894,0.67,-106.94
1758203522.8360193,0.54,-101.54
1758203522.886297,0.31,-96.58
1758203522.9366338,0.69,-91.19
1758203522.986967,0.54,-86.23
1758203523.0372949,0.44,-80.84
1758203523.0875678,0.5,-75.88
1758203523.1378527,0.49,-70.48
1758203523.1880875,0.38,-65.53
1758203523.238378,0.46,-60.14
1758203523.28873,0.55,-55.19
1758203523.339047,0.63,-49.79
1758203523.3893685,0.85,-44.84
1758203523.4396985,0.91,-39.44
1758203523.4900734,0.8,-34.04
1758203523.5405195,0.08,-29.09
1758203523.5909383,0.08,-24.14
1758203523.6413243,6.05,-18.74
1758203523.6917067,6.55,-13.34
1758203523.7420897,2.41,-8.38
1758203523.792472,4.51,-2.99
1758203523.8428962,4.1,1.94
1758203523.8932736,4.6,6.89
1758203523.9435859,4.52,12.3
1758203523.9940073,4.16,17.24
1758203524.0443897,3.96,22.64
1758203524.0947747,3.67,27.59
1758203524.145173,3.56,33.0
1758203524.1955743,3.38,37.94
1758203524.2459905,2.78,43.35
1758203524.296314,1.46,48.3
1758203524.3465877,0.39,53.69
1758203524.3969383,0.32,58.65
1758203524.4473093,0.29,64.05
1758203524.4976885,0.34,69.0
1758203524.5480704,0.37,74.4
1758203524.5984612,0.39,79.35
1758203524.6489246,0.39,84.75
1758203524.6993058,0.44,89.7
1758203524.7496932,0.33,95.1
1758203524.8000746,0.15,100.05
1758203524.8505046,0.14,105.45
1758203524.9007804,0.16,110.4
1758203524.951162,0.24,115.8
1758203525.0015275,0.56,120.75
1758203525.0519075,1.0,126.15
1758203525.102276,0.69,131.1
1758203525.1525486,0.55,136.5
1758203525.2028239,0.51,141.45
1758203525.2532158,0.66,145.95
1758203525.303524,0.61,148.64
1758203525.3537934,0.48,150.45
1758203525.4040487,0.35,151.8
1758203525.4542935,0.34,153.14
1758203525.504556,0.46,154.05
1758203525.55482,0.52,154.95
1758203525.6050794,0.49,155.85
1758203525.6553245,0.48,156.75
1758203525.7055783,0.46,157.64
1758203525.7558365,0.43,160.04
1758203525.806106,0.44,159.59
1758203525.8563626,0.47,159.14
1758203525.906609,0.49,158.25
1758203525.9568706,0.51,157.34
1758203526.0071294,0.49,156.0
1758203526.057372,0.41,155.09
1758203526.1076035,0.3,153.75
1758203526.1578639,0.45,152.39
1758203526.208121,0.55,150.14
1758203526.2583687,0.69,147.0
1758203526.3086169,0.51,142.04
1758203526.3589098,0.55,137.09
1758203526.4091666,0.68,131.7
1758203526.4594111,1.0,126.74
1758203526.509666,0.58,121.34
1758203526.5599236,0.25,116.39
1758203526.6101816,0.16,110.99
1758203526.6604464,0.14,106.05
1758203526.7107096,0.16,100.64
1758203526.7609625,0.33,95.24
1758203526.8112113,0.45,90.3
1758203526.8614793,0.39,84.89
1758203526.9117334,0.39,79.94
1758203526.96199,0.37,74.54
1758203527.0122283,0.34,69.6
1758203527.0624952,0.29,64.19
1758203527.112766,0.31,59.25
1758203527.1630347,0.39,53.85
1758203527.213291,1.44,48.9
1758203527.2635627,2.78,43.5
1758203527.313817,3.36,38.55
1758203527.364078,3.55,33.14
1758203527.4143345,3.68,28.2
1758203527.4646,3.95,22.8
1758203527.514854,4.14,17.85
1758203527.565127,4.52,12.9
1758203527.6153843,4.58,7.5
1758203527.6656446,4.07,2.55
1758203527.7159054,4.53,-2.83
1758203527.7661755,1.42,-7.79
1758203527.8164432,6.54,-12.74
1758203527.8667188,6.05,-18.14
1758203527.9169786,0.07,-23.54
1758203527.9672236,0.09,-28.48
1758203528.0174792,0.77,-33.88
1758203528.067755,0.92,-38.83
1758203528.1180089,0.84,-43.79
1758203528.168265,0.64,-49.18
1758203528.2185216,0.55,-54.59
1758203528.268803,0.46,-59.54
1758203528.3190594,0.38,-64.94
1758203528.369343,0.48,-69.89
1758203528.4196045,0.5,-75.29
1758203528.4698563,0.44,-80.24
1758203528.5201004,0.54,-85.64
1758203528.5703607,0.68,-90.59
1758203528.6206179,0.31,-95.99
1758203528.6709096,0.53,-100.94
1758203528.721165,0.67,-106.34
1758203528.7714221,0.67,-111.29
1758203528.8216848,0.45,-116.69
1758203528.8719687,0.6,-121.64
1758203528.9222388,0.59,-127.04
1758203528.972541,0.64,-131.99
1758203529.02286,0.58,-137.38
1758203529.073163,0.5,-142.34
1758203529.1234589,0.39,-146.38
1758203529.1737168,0.38,-149.09
1758203529.2247937,0.36,-150.44
1758203529.2751732,0.36,-151.79
1758203529.325683,0.39,-153.13
1758203529.3760614,0.44,-154.49
1758203529.426478,0.54,-155.38
1758203529.4768353,0.56,-156.29
1758203529.5271122,0.57,-157.19
1758203529.5775056,0.56,-157.63
1758203529.6279542,0.56,-160.49
1758203529.678383,0.56,-160.03
1758203529.7288258,0.56,-159.13
1758203529.7792249,0.57,-158.24
1758203529.82967,0.56,-157.33
1758203529.880072,0.53,-156.44
1758203529.9304976,0.41,-155.53
1758203529.9808824,0.38,-154.19
1758203530.0313299,0.36,-152.83
1758203530.0817032,0.38,-151.03
1758203530.1321182,0.37,-148.33
1758203530.182403,0.46,-143.83
1758203530.232727,0.58,-138.88
1758203530.2832673,0.62,-133.49
1758203530.3335454,0.62,-128.54
1758203530.3838532,0.6,-123.13
1758203530.4341788,0.49,-118.19
1758203530.4844408,0.61,-112.79
1758203530.5347836,0.66,-107.83
1758203530.5850582,0.63,-102.44
1758203530.6353922,0.27,-97.48
1758203530.6856866,0.6,-92.08
1758203530.7359977,0.59,-87.13
1758203530.7862608,0.44,-81.73
1758203530.8365896,0.48,-76.78
1758203530.8868542,0.49,-71.38
1758203530.9371493,0.4,-66.43
1758203530.987406,0.43,-61.04
1758203531.0376744,0.54,-56.09
1758203531.0879636,0.6,-50.69
1758203531.138271,0.88,-45.74
1758203531.188551,0.7,-40.33
1758203531.2388365,1.43,-35.39
1758203531.2891245,0.09,-29.99
1758203531.3394253,0.08,-25.04
1758203531.389683,5.9,-19.64
1758203531.440004,6.55,-14.69
1758203531.4902644,1.39,-9.28
1758203531.5405638,10.1,-4.34
1758203531.5908182,4.22,0.59
1758203531.6412985,0.08,-25.94
1758203531.6915514,5.94,-20.54
1758203531.741859,6.38,-15.59
1758203531.7921154,3.14,-10.19
1758203531.842379,10.1,-5.24
1758203531.892636,4.34,-0.29
1758203531.9428988,4.41,5.09
1758203531.9931507,4.51,10.05
1758203532.0434036,4.35,15.45
1758203532.0936873,4.04,20.39
1758203532.1440008,3.76,25.8
1758203532.1942701,3.61,30.74
1758203532.244585,3.41,36.14
1758203532.2948465,2.96,41.1
1758203532.3451414,2.26,46.49
1758203532.395404,0.51,51.44
1758203532.4457324,0.34,56.85
1758203532.4960563,0.31,61.8
1758203532.5463262,0.32,67.2
1758203532.5967908,0.36,72.15
1758203532.6470983,0.37,77.55
1758203532.6973753,0.41,82.5
1758203532.7476735,0.39,87.9
1758203532.797931,0.41,92.85
1758203532.8481998,0.18,98.25
1758203532.8984835,0.14,103.2
1758203532.9487607,0.15,108.6
1758203532.9990327,0.18,113.55
1758203533.0493057,0.43,118.95
1758203533.0995994,0.9,124.35
1758203533.1498826,0.89,129.3
1758203533.2001808,0.56,134.7
1758203533.2504563,0.51,139.64
1758203533.3007588,0.58,144.6
1758203533.351026,0.7,147.75
1758203533.4013023,0.48,150.0
1758203533.4515672,0.42,151.35
1758203533.5018275,0.29,152.7
1758203533.5520937,0.44,153.6
1758203533.6023722,0.5,154.95
1758203533.6526608,0.51,155.85
1758203533.7029514,0.49,156.75
1758203533.7532248,0.47,157.2
1758203533.8035,0.44,160.04
1758203533.8537796,0.43,160.04
1758203533.904052,0.46,159.14
1758203533.954315,0.48,158.7
1758203534.0045955,0.5,157.34
1758203534.054868,0.51,156.45
1758203534.1051517,0.46,155.54
1758203534.1554396,0.31,154.2
1758203534.2057345,0.39,152.84
1758203534.2560413,0.5,151.04
1758203534.3063493,0.69,148.34
1758203534.3566349,0.56,143.84
1758203534.4069314,0.51,138.89
1758203534.4572017,0.57,133.95
1758203534.5074852,0.97,128.55
1758203534.5577545,0.81,123.59
1758203534.60804,0.36,118.2
1758203534.6584375,0.17,113.24
1758203534.7088346,0.14,107.84
1758203534.7592027,0.15,102.89
1758203534.8095875,0.22,97.49
1758203534.8599486,0.45,92.55
1758203534.9103224,0.37,87.14
1758203534.9606912,0.41,82.2
1758203535.0110757,0.37,76.79
1758203535.0613446,0.36,71.39
1758203535.1117208,0.3,66.44
1758203535.1620722,0.31,61.05
1758203535.2124655,0.36,56.1
1758203535.2627697,0.68,50.7
1758203535.31319,2.64,45.75
1758203535.3635714,3.11,40.34
1758203535.4139733,3.45,35.4
1758203535.464347,3.63,30.0
1758203535.5146925,3.83,25.05
1758203535.565063,4.06,19.65
1758203535.6154487,4.45,14.7
1758203535.6657503,4.5,9.29
1758203535.7161615,4.22,4.35
1758203535.7665417,4.54,-0.58
1758203535.8169258,10.09,-5.99
1758203535.8672879,3.71,-10.94
1758203535.9176648,6.24,-16.33
1758203535.9680352,0.06,-21.29
1758203536.0184128,0.09,-26.69
1758203536.068783,0.33,-31.63
1758203536.1190772,1.37,-37.04
1758203536.1694484,0.75,-41.98
1758203536.2198272,0.74,-47.39
1758203536.2702038,0.56,-52.34
1758203536.320488,0.5,-57.73
1758203536.370867,0.4,-62.68
1758203536.421227,0.44,-68.09
1758203536.4715946,0.5,-73.04
1758203536.5219674,0.45,-78.44
1758203536.5723193,0.48,-83.39
1758203536.622692,0.64,-88.79
1758203536.673067,0.47,-93.74
1758203536.7234342,0.42,-99.14
1758203536.7737863,0.68,-104.09
1758203536.8241656,0.67,-109.49
1758203536.8745332,0.49,-114.44
1758203536.9248998,0.56,-119.84
1758203536.975262,0.57,-124.79
1758203537.0256445,0.65,-130.19
1758203537.0760195,0.59,-135.13
1758203537.1264102,0.55,-140.54
1758203537.1767988,0.42,-145.04
1758203537.2271843,0.38,-148.19
1758203537.277573,0.36,-149.99
1758203537.3279774,0.36,-151.34
1758203537.37837,0.38,-152.69
1758203537.4287722,0.41,-154.04
1758203537.4790456,0.51,-154.94
1758203537.5293186,0.56,-155.84
1758203537.5796902,0.57,-156.74
1758203537.6300786,0.57,-157.63
1758203537.6804647,0.56,-160.49
1758203537.7307494,0.56,-160.49
1758203537.7810364,0.56,-159.58
1758203537.8314214,0.57,-158.69
1758203537.8817964,0.57,-157.78
1758203537.9321759,0.55,-156.88
1758203537.9825516,0.45,-155.99
1758203538.0329397,0.39,-154.63
1758203538.0833054,0.36,-153.28
1758203538.1337037,0.36,-151.94
1758203538.184098,0.39,-149.69
1758203538.234491,0.42,-145.63
1758203538.2848175,0.55,-140.69
1758203538.3351185,0.59,-135.74
1758203538.3854003,0.65,-130.33
1758203538.4356933,0.57,-125.38
1758203538.4859848,0.56,-119.98
1758203538.5362704,0.49,-115.04
1758203538.5865517,0.66,-109.63
1758203538.6368294,0.68,-104.69
1758203538.6871216,0.41,-99.29
1758203538.7374089,0.48,-94.33
1758203538.7876878,0.64,-88.94
1758203538.8379707,0.48,-83.98
1758203538.8882563,0.45,-78.59
1758203538.938535,0.5,-73.63
1758203538.9888234,0.44,-68.23
1758203539.0390835,0.4,-63.29
1758203539.0893676,0.51,-57.89
1758203539.1396604,0.56,-52.94
1758203539.189941,0.74,-47.54
1758203539.240308,0.75,-42.59
1758203539.2906837,1.42,-37.19
1758203539.3410966,0.3,-32.24
1758203539.3915102,0.08,-26.84
1758203539.441922,5.6,-21.89
1758203539.4923317,6.25,-16.49
1758203539.5427513,3.67,-11.09
1758203539.5931666,10.1,-6.13
1758203539.6435044,4.5,-1.19
1758203539.6938348,4.26,4.19
1758203539.7441459,4.53,9.14
1758203539.7944622,4.44,14.55
1758203539.8448756,4.06,19.49
1758203539.8951826,3.82,24.89
1758203539.9454918,3.64,29.84
1758203539.995805,3.45,35.25
1758203540.0461113,3.09,40.19
1758203540.0964062,2.58,45.6
1758203540.1468391,0.63,50.55
1758203540.197259,0.35,55.94
1758203540.2476995,0.33,60.9
1758203540.2981584,0.31,66.3
1758203540.3486674,0.36,71.25
1758203540.398989,0.37,76.65
1758203540.4494672,0.41,81.6
1758203540.4998395,0.37,87.0
1758203540.5502489,0.44,91.95
1758203540.6005354,0.22,97.35
1758203540.651013,0.15,102.3
1758203540.7013981,0.14,107.7
1758203540.751777,0.17,112.65
1758203540.8021462,0.38,118.05
1758203540.852536,0.83,123.0
1758203540.9028242,0.97,128.39
1758203540.9532042,0.57,133.35
1758203541.0036633,0.51,138.75
1758203541.0540376,0.55,143.7
1758203541.1044192,0.73,147.3
1758203541.1546998,0.49,149.55
1758203541.2051616,0.45,150.89
1758203541.2554474,0.29,152.25
1758203541.305915,0.41,153.6
1758203541.3561985,0.49,154.5
1758203541.4066923,0.51,155.39
1758203541.4569829,0.49,156.3
1758203541.507464,0.47,157.2
1758203541.5577474,0.45,160.04
1758203541.6082203,0.44,160.04
1758203541.6586404,0.45,159.59
1758203541.7090557,0.48,158.7
1758203541.759348,0.49,157.79
1758203541.8098266,0.52,156.89
1758203541.8602107,0.46,155.54
1758203541.910605,0.34,154.2
1758203541.9608984,0.35,152.84
1758203542.0113704,0.49,151.5
1758203542.061654,0.66,149.25
1758203542.1119995,0.59,145.2
1758203542.1624,0.51,139.79
1758203542.212637,0.57,134.84
1758203542.2630482,0.9,129.45
1758203542.3132968,0.89,124.49
1758203542.3637013,0.42,119.09
1758203542.4139476,0.18,114.14
1758203542.4644446,0.15,108.74
1758203542.5147471,0.14,103.8
1758203542.56528,0.19,98.39
1758203542.6155667,0.42,93.45
1758203542.6660273,0.39,88.05
1758203542.7164197,0.41,83.1
1758203542.7667062,0.37,77.69
1758203542.8171782,0.36,72.74
1758203542.8675585,0.32,67.35
1758203542.9179504,0.3,62.4
1758203542.9682393,0.34,57.0
1758203543.0187104,0.54,52.05
1758203543.0691009,2.36,46.65
1758203543.1194842,2.99,41.25
1758203543.1697676,3.41,36.3
1758203543.220234,3.62,30.9
1758203543.270623,3.77,25.95
1758203543.3210113,4.04,20.55
1758203543.371293,4.36,15.6
1758203543.4217558,4.48,10.2
1758203543.4721353,4.37,5.25
1758203543.5225482,4.37,0.3
1758203543.5730271,10.09,-5.08
1758203543.6234279,3.14,-10.04
1758203543.6738446,6.32,-15.44
1758203543.7242465,5.95,-20.38
1758203543.7745366,0.09,-25.79
1758203543.825006,0.11,-30.73
1758203543.8753867,1.5,-36.13
1758203543.925771,0.72,-41.09
1758203543.9760566,0.78,-46.48
1758203544.0265248,0.58,-51.43
1758203544.076938,0.52,-56.84
1758203544.1273258,0.41,-61.79
1758203544.177617,0.42,-67.19
1758203544.2282243,0.51,-72.14
1758203544.2787962,0.46,-77.54
1758203544.3292902,0.45,-82.49
1758203544.3796713,0.62,-87.89
1758203544.4302099,0.52,-92.84
1758203544.4807312,0.37,-98.24
1758203544.531133,0.65,-103.19
1758203544.5817025,0.65,-108.59
1758203544.6321015,0.53,-113.54
1758203544.6826475,0.53,-118.94
1758203544.7331245,0.58,-123.89
1758203544.7835078,0.63,-129.29
