timestamp,distance_m,yaw_deg
1758890379.2417407,0.13,151.35
1758890379.2919903,0.13,152.7
1758890379.3422244,0.12,154.05
1758890379.3925674,0.12,154.95
1758890379.4429002,0.12,155.85
1758890379.49323,0.12,156.75
1758890379.5434864,0.12,157.64
1758890379.5937314,0.12,160.5
1758890379.643977,0.12,160.04
1758890379.694216,0.12,159.14
1758890379.7444453,0.12,158.25
1758890379.7946918,0.12,157.34
1758890379.8449326,0.12,156.45
1758890379.8952518,0.12,155.09
1758890379.945567,0.13,153.75
1758890379.9958792,0.13,152.39
1758890380.0462174,0.13,150.59
1758890380.096539,0.14,147.89
1758890380.1468415,0.15,143.39
1758890380.1971364,0.17,138.0
1758890380.2474566,0.19,133.04
1758890380.2977717,0.19,127.64
1758890380.3480725,0.17,122.7
1758890380.398374,0.17,117.3
1758890380.4486737,0.16,112.34
1758890380.4989746,0.16,106.95
1758890380.5492055,0.15,101.99
1758890380.5995276,0.15,96.59
1758890380.6498575,0.15,91.64
1758890380.700173,0.16,86.24
1758890380.75053,0.16,81.29
1758890380.8007677,0.16,75.89
1758890380.8510177,0.17,70.94
1758890380.9012616,0.18,65.54
1758890380.9515016,0.16,60.6
1758890381.001746,0.13,55.2
1758890381.0519917,0.11,50.25
1758890381.1022365,0.11,44.85
1758890381.1524749,0.1,39.9
1758890381.2027152,0.1,34.5
1758890381.253035,0.1,29.55
1758890381.3032718,0.1,24.15
1758890381.3535402,0.09,19.2
1758890381.4037938,0.09,13.79
1758890381.4540837,0.09,8.84
1758890381.504323,0.09,3.45
1758890381.5546014,0.09,-1.03
1758890381.6048722,0.09,-6.44
1758890381.6553206,0.09,-11.39
1758890381.7055678,0.1,-16.78
1758890381.7558074,0.1,-22.19
1758890381.8060718,0.1,-27.13
1758890381.8563662,0.11,-32.54
1758890381.906617,0.12,-37.49
1758890381.9569974,0.13,-42.43
1758890382.007671,0.16,-47.84
1758890382.0580502,0.17,-53.23
1758890382.1084354,0.17,-58.18
1758890382.1586616,0.16,-63.58
1758890382.20895,0.15,-68.54
1758890382.2592137,0.15,-73.49
1758890382.3094518,0.15,-78.89
1758890382.3597217,0.15,-83.84
1758890382.4099486,0.15,-89.24
1758890382.4602194,0.15,-94.19
1758890382.51046,0.16,-99.59
1758890382.560695,0.16,-104.54
1758890382.6109242,0.17,-109.94
1758890382.6611388,0.17,-114.89
1758890382.7115011,0.19,-120.29
1758890382.7618062,0.17,-125.24
1758890382.8121402,0.15,-130.63
1758890382.862506,0.13,-135.59
1758890382.9128072,0.12,-140.99
1758890382.9631362,0.12,-145.49
1758890383.0134406,0.12,-148.19
1758890383.063833,0.11,-149.99
1758890383.114126,0.11,-151.34
1758890383.1644225,0.11,-152.69
1758890383.2148252,0.11,-154.04
